1013481,-1.6265,-0.0526,-1.7008,-0.3708,0.4805,0.5858,0.9647,-0.8219,-0.2768,0.3833,0.2408,0.4486
1059366,-0.7638,-0.3436,-0.5405,-0.7451,-0.5233,-0.4579,-0.4483,-0.7739,-0.6492,-0.7708,-0.525,-0.4413
1059367,-1.788,-0.3484,-1.5029,-0.1676,-0.3821,-0.4674,-0.3285,-0.5661,0.1862,-0.6797,0.3447,-0.0483
1059365,0.5233,0.9254,0.5078,0.6881,0.7578,0.6058,0.4961,0.432,0.8352,0.6036,0.5703,0.9588
1018258,0.3665,0.3383,0.5413,-0.1192,-0.3398,-0.0211,-0.331,0.301,-0.0625,0.4864,0.0616,-0.542
1059363,-1.1881,-0.4306,-1.1432,-0.6037,-0.7184,-0.7652,-1.1455,-1.0637,-0.7888,-0.9249,-0.615,-0.9954
1012816,-1.2559,-0.2815,0.024,-0.62,-0.5102,-0.5511,-0.3257,-0.7536,-0.1487,-0.4489,-0.6557,-0.2776
1059364,-0.8555,-0.6155,0.0456,-0.6375,0.1399,-0.4466,-0.1336,-0.1385,-0.6856,-0.6416,-0.3872,-0.196
1047193,-0.3499,0.0661,-0.7713,0.1129,0.3106,0.328,0.3665,-0.6003,-0.1943,-0.1792,0.0831,-0.1056
1047194,-0.3458,-0.2248,-0.9302,-0.1732,0.0413,0.0882,0.0427,-0.674,-0.3681,-0.5734,-0.3139,-0.243
1035322,-0.2069,-0.6525,-0.7522,-0.4809,-0.7499,-0.3634,-0.6251,-0.5969,-1.1,-0.6812,-0.7126,-0.2468
1035323,-0.4723,-0.8631,-1.1408,-0.6995,-1.1489,-0.6123,-0.938,-0.829,-1.1649,-1.1579,-0.9527,-0.305
1059297,0.0983,-0.0095,0.35,0.1783,0.1022,0.2319,-0.2205,-0.1876,-0.1863,0.2374,0.0302,-0.8307
1025918,-0.2464,-0.2273,0.1659,0.2733,-0.3468,0.0477,-0.6135,-0.3598,0.2593,0.6086,0.0452,-0.8047
1059298,0.4036,0.0782,0.3898,0.2966,0.1263,0.2291,-0.3429,0.1318,0.2487,0.3322,0.0616,-0.7552
1023302,-0.5491,-0.4941,-0.9488,-0.8087,-0.5002,-0.5449,-0.9681,-0.8273,-0.8614,-0.7862,-0.6447,0.0266
1023301,-0.6428,-0.766,-1.1266,-0.9761,-0.7344,-0.709,-1.0876,-0.9993,-1.0483,-0.9321,-0.7646,-0.2921
1059164,-0.6898,-0.3742,-0.4332,-0.8187,-0.3017,-0.6356,-0.5163,-0.6118,-0.7318,-0.7621,-0.2909,0.4467
1023213,-1.1105,-0.0638,0.2297,-0.5705,-0.2397,-0.4585,-0.4805,-0.0918,-1.1984,-0.2276,-0.2661,0.5957
1059165,-0.4259,-0.0443,0.3008,-0.2994,-0.2725,-0.1381,0.0968,-0.1561,-0.5276,0.5178,0.017,0.296
1059166,-1.5025,-0.3533,0.0367,-0.5395,-0.428,-0.5875,0.3987,-0.2023,-0.2962,-0.2788,-0.3785,-0.1804
1059167,-1.9225,-0.8676,0.4759,-0.9963,-0.7601,-1.2349,-0.6534,-1.756,-0.8735,-1.7723,-0.8283,-0.2582
1059110,-0.7926,-1.4475,-1.3643,-1.0245,-0.862,-0.7392,-1.2891,-1.399,-0.9821,-1.4958,-1.047,-0.6247
1059111,-1.9041,-0.7866,-1.1855,-1.1112,-0.7899,-0.559,-0.3708,-1.3258,-0.7799,-1.278,-0.2269,-0.7
1059015,0.5511,0.2556,0.1463,-0.0707,-0.7933,-0.075,-0.564,0.6463,0.3782,0.0258,-0.3016,-0.6151
1059016,0.2574,-0.7806,-0.6177,-0.4084,-1.0293,-0.9259,-1.3182,-0.0656,-0.2476,-0.3541,-0.7576,-0.8234
1046167,-1.0837,-0.3981,-0.8996,-0.6802,-0.6351,-0.687,-0.7703,-1.196,-0.7262,-0.7821,-0.632,-0.6307
1046168,1.0677,-0.0446,0.4689,0.3961,0.2187,0.3686,0.0544,0.8736,0.8875,0.4627,0.1445,0.2395
1058926,-0.2536,0.3213,0.0128,0.4274,0.5086,0.5487,0.4011,0.3939,0.2943,0.0908,0.2162,0.409
1058927,0.2968,0.3205,-0.172,0.5346,0.1949,0.6625,0.7263,0.4994,0.2638,0.2665,0.0949,0.3327
1058928,0.1289,0.7011,-0.2299,0.976,0.351,1.2776,1.2178,0.2714,0.9076,0.5683,0.4714,0.4498
1058929,0.2536,-0.5008,-0.3423,-0.1668,-0.3808,-0.4598,-1.1201,-0.3694,-0.0035,-1.1832,-0.3251,0.6509
1058844,-1.4627,-0.1534,-0.5797,-0.6905,-0.1242,-0.2963,-0.4428,-0.5377,-0.7962,-0.6984,-0.4256,-0.2235
1058843,-0.6499,-0.6198,-1.065,-0.7402,0.1266,-0.2631,-0.8192,-0.7945,-0.3834,-1.2879,-0.4025,-0.3053
1058841,-0.2266,-0.2824,-0.4378,-0.2297,-0.2974,-0.1982,-0.2409,-0.2448,-0.4997,-0.2365,-0.3605,-0.5532
1058842,0.9556,-0.4289,-1.0303,-0.8441,-0.2049,-0.4777,-0.446,-1.1077,-1.074,-1.0615,-1.0626,-0.7784
1058825,-0.6399,0.1213,-0.1563,0.2298,-0.3513,-0.2622,-0.6407,-0.7315,-0.4924,-0.1321,-0.5509,-0.1047
1058826,-1.5098,0.9198,0.7901,0.3061,1.0018,-0.5924,1.1561,0.2069,0.4691,-1.5518,0.6473,0.3667
1058781,-0.7572,-0.3609,-1.0064,-0.6354,-0.9538,0.9206,1.103,-0.7499,-0.2651,-0.3977,-0.5224,-0.4011
1058782,-0.9661,3.7454,-0.6494,-0.5827,-0.7691,-0.0652,-1.2486,-0.359,-0.8814,-0.9229,-0.6963,0.3649
1016276,-0.999,-0.6124,0.9038,-0.7039,-0.5405,-0.1948,-0.9677,-0.5445,-0.9907,-0.1642,-0.5617,-0.6814
1058763,-0.3376,0.0817,0.0387,-0.17,-0.3324,-0.3886,-0.7972,-0.9703,-0.3833,4.3484,0.6029,-0.0538
1043538,-0.9991,-0.0122,-0.4926,-0.2219,-0.4769,-0.5069,-0.1348,-0.9312,-0.4677,-0.2743,-0.5286,-0.3641
1043539,-0.5197,0.2156,0.1425,-0.4086,-0.5933,-0.0164,-0.8529,-1.0982,-0.5788,-0.0603,-0.4932,0.2976
1034959,-1.2503,0.6273,-1.1242,-0.327,0.7,-0.8086,0.4928,1.6439,-1.0424,-0.3754,-0.1246,-0.1154
1034958,-0.565,-0.1498,-0.4678,-0.1547,-0.4397,-0.2446,1.7121,-0.701,-0.5868,-0.4198,-0.4316,-0.3735
1021455,-0.865,-0.1347,-0.5527,-0.5311,-0.6973,-0.7089,-1.2799,-0.5401,-0.8142,-0.9298,-0.334,-0.128
1021457,-0.7362,-0.5399,-0.5403,-0.4157,-0.6166,-0.572,-0.9094,-0.8158,-0.7164,-0.6968,-0.3063,-0.4675
1021456,-0.0662,-0.3759,-0.625,-0.4657,-0.7063,-0.489,-0.4763,-0.4116,-0.7241,-0.6067,-0.5246,-0.2752
1036548,0.0531,0.3368,-0.6491,-0.0588,-0.3815,-0.3455,-0.7242,-1.123,1.725,-0.5567,-0.5121,-0.4116
1036549,-0.7635,-0.0397,-0.6279,-0.2031,-0.4716,0.2351,-0.4142,0.9235,0.115,1.0163,-0.1391,0.1553
1038498,0.8181,0.0325,0.2285,-0.2271,0.3509,-0.9956,0.2586,-0.6432,-0.1417,-0.0634,-0.1177,0.2024
1038499,-1.4215,0.3165,-0.1802,0.3552,1.4213,-0.8458,-0.3434,1.7419,-1.1646,-0.4752,-0.1415,2.1515
1031680,-0.2926,-0.2703,-0.3832,0.0013,-0.3382,-0.2931,-0.5604,-0.7303,-0.5088,-0.1662,-0.4328,-0.1474
1031681,1.0445,0.8604,0.9958,0.2116,-0.0835,-1.4059,1.2536,0.9525,0.0484,-0.0176,0.1466,0.2751
1034445,-0.8544,1.229,-0.7972,-0.1695,-0.5988,-1.1951,-1.5424,-1.4937,-0.4659,-1.1144,-0.5676,-0.2772
1034446,-0.4185,-0.1018,0.0269,-0.2747,-0.4325,-0.414,-0.7997,-0.7962,-0.5827,-0.5083,-0.2835,-0.173
1035418,-0.8568,-0.5449,-0.8531,0.0267,0.6833,0.572,-0.8786,-1.0895,0.5256,1.924,0.059,-0.2388
1035419,-1.1803,0.2531,-0.0033,-0.2374,-0.3279,-0.1623,-0.8146,-1.1029,0.3133,0.1557,-0.2697,-0.2489
1032921,-0.559,-0.2393,-0.6852,-0.3424,-0.6326,-0.4649,-0.6586,-0.4155,-0.7048,-0.5617,-0.3604,0.0772
1032922,-0.5578,0.2999,-1.0362,-0.0043,-0.8638,-0.7948,0.4775,-1.1997,-0.7312,-0.9141,-0.2179,-0.0575
1058761,0.3411,-0.2967,0.1954,-0.1757,-0.5986,-0.6376,-1.007,0.0072,0.1304,-0.5507,-0.3287,0.1675
1058762,0.5287,0.4326,1.0643,0.0176,-0.1915,-0.8415,-0.6445,0.3259,0.1944,-0.215,-0.0416,0.2765
1058728,-1.0543,-0.508,0.4719,-0.0345,-1.0741,-0.2957,-0.5061,0.4607,-1.0307,-0.5697,-0.2641,-1.0279
1049590,1.1441,1.07,0.9295,1.2779,1.2026,1.1695,1.3219,1.0131,1.117,1.1906,1.1322,0.9049
1049591,0.9727,0.22,0.9238,0.6983,0.1585,0.3875,0.0731,0.6445,0.7648,0.3528,0.5411,0.3874
1040834,0.9717,0.754,0.9559,1.0561,0.8688,1.0353,0.8961,0.9171,0.8936,0.8697,0.9213,0.8588
1023509,0.5053,0.8274,0.6176,0.6632,0.8028,0.8239,0.6955,0.4908,0.6198,0.645,0.7131,0.9057
1040835,0.8218,1.0408,0.6727,1.0539,1.0621,1.1494,1.0794,0.8626,0.9239,1.0417,0.921,1.0395
1040836,1.0199,0.8082,0.6846,0.9285,0.8463,0.9295,0.8603,0.8204,0.9367,0.6683,0.8276,0.9109
1040774,0.711,1.5086,0.5597,1.46,1.7245,1.6718,1.8396,0.719,1.2666,1.3204,1.3226,1.3444
1040773,0.8959,0.9227,0.9674,0.964,0.8797,0.873,0.9075,0.9245,0.8522,1.0018,0.9765,0.8372
1029478,0.9446,0.9735,0.9925,1.0137,1.0563,1.059,1.0873,1.0025,1.0707,1.0683,0.9503,1.0034
1029479,1.0633,1.4337,0.9657,1.2615,1.4751,1.3805,1.3642,1.061,1.218,1.3216,1.2884,1.3043
1029480,1.1262,1.007,1.1723,1.081,0.8744,0.9376,0.8643,1.0532,1.0783,1.0238,1.0014,0.9037
1058595,0.2796,0.3022,0.3277,0.4322,0.3988,0.6395,0.5154,0.2998,0.3958,0.321,0.4646,0.2799
1058596,0.1164,0.0252,0.0564,0.1741,-0.019,0.017,-0.0666,0.0343,0.0313,-0.078,-0.0166,0.0221
1058597,0.246,-0.0648,0.194,0.1898,-0.129,-0.4064,-0.4159,0.074,-0.0418,-0.1474,-0.1485,-0.1908
1025554,0.6326,0.6274,0.4687,0.725,0.7256,1.0156,0.8881,0.5902,0.6941,0.6089,0.6768,0.552
1025574,0.129,0.5131,0.4306,0.4524,0.5489,0.4193,0.6756,0.2386,0.4202,0.2913,0.4476,0.439
1017819,0.6618,-0.0634,0.5075,0.6169,-0.2524,0.174,0.1787,0.6468,0.4446,0.293,0.0175,-0.6346
1027101,0.3965,-0.114,0.3398,0.3829,-0.2793,-0.043,0.1303,0.4162,0.2433,0.324,-0.1465,-0.5114
